symbol,companyName,companyNameEng,shortName,foundDate,phone,email,vnAddress,website,industryName,floor,listedDate,vnSummary
EMC,Công ty Cổ phần Cơ Điện Thủ Đức,ThuDuc Electro-Mechanical Joint Stock Company,Cơ Điện Thủ Đức,2008-01-02,+84 (28) 22144647,codientd@vnn.vn,"Km số 9 Xa lộ Hà Nội, Phường Trường Thọ, Quận Thủ Đức, TP Hồ Chí Minh, Việt Nam",www.codientd.com,Thiết bị điện,HOSE,2012-11-29,"
Công ty Cổ phần Cơ điện Thủ Đức là một đơn vị sản xuất kinh doanh thiết bị cơ khí - điện có phần vốn lớn của Tập Đoàn Điện lực Việt Nam, ngoài ngành nghề chính là chế tạo MBA các loại, trong thời gian gần đây, đơn vị đã phát triển mạnh 02 ngành nghề sản xuất sản phẩm cơ khí thủy công cho các Nhà Máy Thủy Điện, lắp đặt các hệ thống Nhà Máy Điện Diesel cho các địa phương, mở rộng kinh doanh, xuất nhập khẩu sản phẩm Cơ Điện...; Công ty có đội ngũ chuyên gia, công nhân lành nghề, lâu năm; có quan hệ thương mại uy tín với các Tổng Công ty Điện lực Miền và Điện lực địa phương, các Ban quản lý dự án, các Công ty Truyền tải, Xây lắp..."
EVE,Công ty Cổ phần Everpia,Everpia Joint Stock Company,CTCP Everpia,2007-04-27,+84 (24) 38276490,info@everpia.vn,"Cụm dân cư Nội Thương, Dương Xá, Gia Lâm, Hà Nội, Việt Nam",http://www.everpia.vn,Các sản phẩm gia dụng lâu bền,HOSE,2010-12-17,"
Công ty Cổ phần Everpia (EVE) có tiền thân là Chi nhánh Công ty TNHH Viko Moolsan (Hàn Quốc) được thành lập vào năm 1993. Công ty hoạt động chính trong lĩnh vực sản xuất và kinh doanh kinh doanh sản phẩm bông tấm và chăn - ga - gối - đệm và bông tấm tại thị trường Việt Nam. EVE chính thức hoạt động theo mô hình công ty cổ phần từ tháng 04/2007. EVE giữ vị trí dẫn đầu về thị phần trong ngành hàng chăn ga gối đệm và ngành hàng bông tấm tại thị trường Việt Nam. Công ty hiện quản lý vận hành 03 nhà máy sản xuất tại Hà Nội, Hưng Yên và Đồng Nai với tổng công suất 30 triệu yard bông tấm và 07 triệu sản phẩm chăn – ga - gối - đệm/năm. EVE được niêm yết trên Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010."
EVF,Công ty Tài chính Cổ phần Điện lực,EVN Finance Joint Stock Company,Tài chính Điện lực,2008-09-01,+84 (24) 22229999,lienhe@evnfc.vn,"Tầng 14, 15 Tháp B, tòa nhà EVN, số 11 Cửa Bắc, phường Trúc Bạch, quận Ba Đình, Hà Nội, Việt Nam",www.evnfc.vn,Tài chính cá nhân,HOSE,2022-01-12,"Công ty Tài chính Cổ phần Điện lực (EVF) được thành lập vào tháng 07/2008. Công ty hoạt động trong lĩnh vực i) Huy động vốn, (ii) Cho vay ngắn hạn, trung hạn và dài hạn, (iii) Chiết khấu thương phiếu, trái phiếu và giấy tờ có giá. EVF trở thành công ty đại chúng từ tháng 09/2008. Công ty đóng vai trò là đầu mối thu xếp vốn, quản trị vốn cho các dự án điện thuộc Tập đoàn Điện lực Việt Nam và các đơn vị thành viên, đồng thời cung cấp các sản phẩm dịch vụ tài chính cho các đơn vị trong ngành điện và các đơn vị thuộc các thành phần kinh tế khác. Tính đến thời điểm 31/03/2018, tổng nguồn vốn huy động của EVF đạt 13.306 tỷ đồng, tổng dư nợ cho vay đạt 8.596 tỷ đồng và tỷ lệ nợ xấu duy trì dưới mức 3%. EVF được giao dịch trên thị trường UPCOM từ tháng 08/2018."
EVG,Công ty cổ phần Tập đoàn Everland,Everland group joint stock company,Tập đoàn Everland,2009-10-27,+84 (24) 66668080,info@everland.vn,"Tầng 3, Tòa nhà 97-99 Láng Hạ, phường Láng Hạ, quận Đống Đa, Hà Nội, Việt Nam",www.everland.vn,Vật liệu xây dựng,HOSE,2017-06-08,"Công ty Cổ phần Đầu tư Everland (EVG) được thành lập vào ngày 27/10/2009. Công ty hoạt động trong lĩnh vực kinh doanh kinh doanh nhập khẩu phân phối vật liệu xây dựng, thi công xây dựng hoàn thiện công trình, kinh doanh đầu tư bất động sản và kinh doanh thương mại khác. EVG được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2017. EVG đã cung cấp vật tư và thi công hoàn thiện nhiều công trình lớn như: Văn phòng làm việc của Nhà máy điện tử Samsung tại tỉnh Thái Nguyên; Tòa nhà Lotte Center Hà Nội tại đường Đào Tấn, quận Ba Đình, Hà Nội; Nhà ga Quốc tế T2 Sân bay Nội Bài, Hà Nội; Trụ sở làm việc của Vietcombank tại Tòa nhà Vietcombank Tower tại số 5 Công trường Mê Linh, Phường Bến Nghé, Quận 1, TP. HCM; Tòa nhà Sunsquare Lê Đức Thọ, Hà Nội. Bên cạnh đó, Công ty đã tham gia môi giới và phân phối sản phẩm cho rất các dự án như: Dự án Khu đô thị Lê Trọng Tấn-Geleximco, Dự án Khu đô thị Nam An Khánh-Sudico, Dự án Khu đô thị Xuân Phương-Viglacera, Dự án Times City, Dự án 19 Văn Phú Victoria…"
EVS,Công ty Cổ phần Chứng khoán Everest,Everest Securities Joint Stock Company,CK Everest,2006-12-29,+84 (24) 37726699,phongdvkh@eves.com.vn,"Tầng 2, Tòa nhà VNT Tower, số 19 Nguyễn Trãi, phường Khương Trung, quận Thanh Xuân, Hà Nội, Việt Nam",www.eves.com.vn,Dịch vụ đầu tư,HNX,2019-06-26,"Công ty Cổ phần Chứng khoán Everest (EVS) có tiền thân là Công ty Cổ phần Chứng khoán Đại Dương, được thành lập vào năm 2006. Công ty cung cấp tất cả các dịch vụ liên quan đến chứng khoán cơ bản bao gồm: môi giới, bảo lãnh phát hành, lưu ký chứng khoán, tự doanh chứng khoán, đầu tư và tư vấn tài chính. EVS trở thành công ty đại chúng từ năm 2018. Tính tới thời điểm 31/12/2018, tổng tài sản của EVS đạt 1.051,64 tỷ đồng, tăng 54,33% so với thời điểm cuối năm 2017. Trong năm 2018, tổng doanh thu đạt 174,1 tỷ đồng trong khi đó lợi nhuận kế toán trước thuế đạt 53,3 tỷ đồng. "
FCM,Công ty Cổ phần Khoáng sản FECON ,FECON Mining Joint Stock Company,K.sản FECON,2007-09-03,+84 (226) 3533038,info@feconmining.com.vn,"Cụm Công Nghiệp Thi Sơn, xã Thi Sơn, huyện Kim Bảng, Hà Nam, Việt Nam",www.feconmining.com.vn,Khai khoáng nói chung,HOSE,2013-05-15,"Công ty Cổ phần Khoáng sản FECON (FCM) có tiền thân là Công ty TNHH Cọc bê tông dự ứng lực FECON được thành lập năm 2007 với vốn điều lệ ban đầu là 30 tỷ đồng. Năm 2010 công ty chuyển đổi sang hoạt động theo mô hình công ty cổ phần. Công ty là nhà sản xuất cọc bê tông ly tâm dự ứng lực mang thương hiệu FECON Pile có đường kính lớn nhất miền Bắc từ 300mm đến 1.200mm với 2 dây chuyền sản xuất đạt 4.000m dài/ngày. Sản phẩm FECON Pile hiện đang chiếm khoảng 30% thị phần cung cấp cọc của toàn thị trường miền Bắc. Các sản phẩm của Công ty đã được ứng dụng ở nhiều công trình lớn cấp quốc gia như Nhà máy lọc dầu Dung Quất, nhà máy Khí điện đạm Cà Mau, nhà máy khi điện Nhơn Trạch 1, Khu đô thị Phú Mỹ Hưng, hệ thống siêu thị Metro trên toàn quốc và các cảng Cái Lân, Hải Phòng, Tiên Sa, Sài Gòn."
FCN,Công ty Cổ phần FECON,FECON Corporation,CTCP FECON,2004-06-18,+84 (24) 62690481,info@fecon.com.vn,"Tầng 15 Tháp CEO, Lô HH2-1, khu đô thị Mễ Trì Hạ, đường Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, Hà Nội, Việt Nam",www.fecon.com.vn,Xây dựng công trình,HOSE,2012-07-24,"Công ty Cổ phần FECON (FECON) có tiền thân là Công ty Cổ phần Kỹ thuật nền móng và Công trình ngầm FECON được thành lập vào năm 2004. Công ty hoạt động chính trong lĩnh vực thi công xây dựng nền móng và công trình ngầm phục vụ xây dựng nhà cao tầng, công trình công nghiệp, công trình giao thông, công trình thủy lợi, thi công hạ tầng kỹ thuật khu công nghiệp và đô thị. FECON được ghi nhận là nhà thầu chuyên nghiệp hàng đầu Việt Nam về kỹ thuật nền móng công trình, với hàng loạt công nghệ sản xuất, thi công mang tính đột phá và hiệu quả cao. FECON đã tham gia tại hơn 500 dự án triển khai trên toàn quốc, trong đó có nhiều dự án FDI lớn và trọng điểm quốc gia như: Nhà máy gang thép Formosa (Hà Tĩnh), Tổ hợp khu công nghệ cao Samsung (Thái Nguyên), Nhà máy sản xuất, lắp ráp sản phẩm điển tử công nghệ cao LG (Hải Phòng), Nhà máy lọc hóa dầu Nghi Sơn...với tư cách là nhà thầu chủ đạo các hạng mục nền móng. FECON chính thức niêm yết và giao dịch trên sàn giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 7 năm 2012."
FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign Trade Development And Investement Corporation Of Ho Chi Minh City,P.triển Đ.tư HCM,1993-12-27,+84 (28) 38221043,fideco@fidecovn.com,"28 Phùng Khắc Khoan, phường Đa Kao, Quận 1, TP Hồ Chí Minh, Việt Nam",www.fidecovn.com,Đầu tư và phát triển bất động sản,HOSE,2010-01-18,"Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh (FIDECO) được thành lập năm 1989 và được cổ phần hóa vào năm 1993. Khi mới thành lập công ty tập trung hoạt đông trong lĩnh vực xuất nhập khẩu thủy hải sản và đến nay FIDECO đã mở rộng hoạt động sang các lĩnh vực khác như xuất nhập khẩu, đầu tư và kinh doanh bất động sản. Trong lĩnh vực kinh doanh xuất nhập khẩu, công ty tập trung vào việc xuất nhập khẩu ủy thác cho khách hàng. Doanh thu bán hàng hóa, thành phẩm và doanh thu cho thuê văn phòng chiếm tỷ trọng lớn trong tổng doanh thu của công ty. Nguồn doanh thu này có từ hoạt động trong lĩnh vực bất động sản do Công ty bán đất nền, nhà và cho thuê văn phòng. Trong lĩnh vực bất động sản, công ty có các dự án tiêu biểu là: Dự án Fideco Riverview Thảo Điền, cao ốc FIDECO, khu đô thị thương mại dịch vụ và dân cư Đông Bình Dương, khu nhà ở Bình Trưng Đông."
FID,Công ty Cổ phần đầu tư và phát triển doanh nghiệp Việt Nam ,VIETNAM  ENTERPRISE  INVESTMENT  AND DEVELOPMENT JOINT STOCK COMPANY,ĐTPT D.nghiệp VN,2010-08-03,+84 (24) 39741739,infovndi@gmail.com,"Tầng 7, Số 71, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, Việt Nam",www.vndi.vn,Bán lẻ dụng cụ gia đình,HNX,2015-05-20,"Công ty Cổ phần Đầu tư và Phát triển doanh nghiệp Việt Nam được thành lập năm 2010, là doanh nghiệp cỡ nhỏ- trung bình trên thị trường. Từ ngày đầu thành lập đến năm 2013, Công ty chủ yếu hoạt động môi giới bất động sản. Đến năm 2014, Công ty mở rộng kinh doanh thương mại các mặt hàng quặng kim loại, vật liệu xây dựng và đẩy mạnh dịch vụ mô giới bất động sản, tư vấn tái cấu trúc doanh nghiệp. Hiện tại Công ty đang nắm quyền kiểm soát Công ty con là Công ty cổ phần Đầu tư Xây lắp và thương mại Việt Nam. Hoạt động chính của Công ty này là lắp đặt hệ thống điện, máy móc, buôn bán nguyên vật liệu xây dựng. Doanh thu hoạt động thương mại chiếm tỷ trọng lớn trong cơ cấu doanh thu thuần các năm của Công ty."
FIR,Công ty Cổ phần Địa ốc First Real,First Real Joint Stock Company,Địa ốc First Real,2014-09-17,+84 (236) 3616767,hotro@fir.vn,"Tầng 5 Khu văn phòng - Khu phức hợp Khách sạn Bạch Đằng, số 50 đường Bạch Đằng, phường Hải Châu 1, quận Hải Châu, Đà Nẵng, Việt Nam",www.fir.vn,Đầu tư và phát triển bất động sản,HOSE,2018-10-18,"Công ty Cổ phần Địa ốc First Real (FIR) được thành lập vào năm 2014. Công ty hoạt động trong lĩnh vực môi giới, tư vấn, phân phối bất động sản, và đầu tư kinh doanh bất động sản. FIR trở thành công ty đại chúng từ tháng 06/2018. Theo bản cáo bạch của FIR phát hành tháng 10/2018, qua hơn 3 năm hình thành và phát triển, Công ty đã chào bán thành công hơn 2.360 sản phẩm tại hơn 14 dự án. Công ty chiếm khoảng 40%-50% số lượng giao dịch môi giới bất động sản tai Đà Nẵng trong năm 2017. FIR được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 10/2018. "
FIT,Công ty cổ phần Tập đoàn F.I.T,F.I.T Group Joint Stock Company,Tập đoàn F.I.T,2007-03-08,+84 (24) 73091688,info@fitgroup.com.vn,"Tầng 5, tòa Times Tower- HACC 1 Complex Building, số 35 đường Lê Văn Lương, P Nhân Chính, Q Thanh Xuân, Hà Nội, Việt Nam",fitgroup.com.vn,Đầu tư và phát triển bất động sản,HOSE,2015-08-19,"Công ty Cổ phần Tập đoàn F.I.T (FIT) có tiền thân là Công ty Cổ phần Đầu tư F.I.T được thành lập vào năm 2007. Tập đoàn F.I.T hoạt động chính trong lĩnh vực tư vấn đầu tư và trực tiếp tham gia đầu tư cổ phiếu, trái phiếu, đầu tư vào công ty con, công ty liên kết, đầu tư phát triển và kinh doanh bất động sản. FIT tham gia vào các lĩnh vực dược phẩm, trang thiết bị y tế, thực phẩm, ngành hàng tiêu dùng, nông nghiệp thông qua hệ thống các công ty con và công ty liên kết trực thuộc. FIT được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2015."
FLC,Công ty Cổ phần Tập đoàn FLC,FLC Group Joint Stock Company,Tập đoàn FLC,2009-12-09,+84 (24) 37711111,info@flc.vn,"Tầng 5, Tòa nhà FLC Landmark Tower, Đường Lê Đức Thọ, xã Mỹ Đình, Huyện Từ Liêm, Hà Nội, Việt Nam",http://www.flc.vn,Đầu tư và phát triển bất động sản,HOSE,2013-08-06,"Công ty Cổ phần Tập đoàn FLC (FLC), được chính thức ra đời từ sự hợp nhất của các công ty thành viên từ năm 2010. Ngành nghề kinh doanh chủ yếu là kinh doanh bất động sản, đặc biệt là Bất động sản nhà ở, bất động sản nghỉ dưỡng, trung tâm thương mại, văn phòng cho thuê, bất động sản khu công nghiệp. Ngoài ra, FLC còn kinh doanh dịch vụ khách sạn, nghỉ dưỡng; kinh doanh các cơ sở thể thao và kinh doanh thương mại khác. Các công trình tiêu biểu mà FLC đã thực hiện:  FLC Sầm Sơn Beach Golf Resort,  FLC Star Tower, Quần thể FLC Hạ Long Golf Club Resort,  FLC Twin Tower và nhiều dự án lớn khác. Bên cạnh đó, Tập đoàn còn tham gia vào lĩnh vực kinh doanh vận tải hàng không, nông nghiệp công nghệ cao và y tế. FLC được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2013."
FMC,Công ty Cổ phần Thực phẩm Sao Ta ,Sao Ta Foods Joint Stock Company,Thực phẩm Sao Ta,2003-01-01,+84 (299) 3822223,info@fimexvn.com,"KM2132, Quốc lộ 1A, phường 2, thành phố Sóc Trăng, Sóc Trăng, Việt Nam",www.fimexvn.com,Nông sản và thủy hải sản,HOSE,2006-12-07,"
Công ty Cổ phần Thực phẩm Sao Ta thành lập năm 1996, năm 2003 chuyển sang hoạt động theo mô hình cổ phần, năm 2006 cổ phiếu của công ty niêm yết và giao dịch tại HOSE. Hoạt động kinh doanh chính là Chế biến và xuất khẩu các sản phẩm từ tôm chiếm hơn 96 % doanh thu. Các sản phẩm chính của công ty là Tôm tươi, Tôm Nobashi, Tôm tẩm bột, tôm hấp trong đó tôm tươi chiếm tỉ trọng lớn nhất, 37,02%, sau đó là tôm Nobashi 27,13%, với thị trường tiêu thụ truyền thống là Nhật và Mỹ. Hiện FMC đang mở rộng và khôi phục lại các thị trường EU, Nga và Hàn Quốc. "
